Id,PostTypeId,ParentId,CreationDate,Score,Body,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,ContentLicense
56542933,2,56542464,2019-06-11T11:44:04.847,3,"<p>Put library call in index.html file.</p>

<pre><code> &lt;script type=""text/javascript"" src='https://js.zohostatic.com/books/zfwidgets/assets/js/zf-widget.js'&gt;&lt;/script&gt;
    &lt;script&gt;
</code></pre>

<p>In the html of the component where you want to show zoho ad.</p>

<pre><code>&lt;div id=""zf-widget-root-id""&gt;&lt;/div&gt;
</code></pre>

<p>In the class of the component.</p>

<pre><code>       pricingTableComponentOptions = {
        id: 'zf-widget-root-id',
        product_id: '2-af63b261dc2e0358fdbd15e2c9066cf2b1d696ba014e3b56170c90ed9a54e6ccf0b48bbb8f7f67d2dcd6c241ff4b3036a073444c5559f6aae8f94ecca8061732',
        template: 'elegant_pro',
        most_popular_plan: '',
        is_group_by_frequency: false,
        group_options: [

        ],
        plans: [
          {
      plan_code: 'SILVER_01'
  },
{
      plan_code: 'GOLD_01'
  },
{
      plan_code: 'PLATINUM_01'
  },

        ],
        theme: { color: '#2AC497', theme_color_light: ''},
        button_text: 'Subscribe',
        product_url: 'https://subscriptions.zoho.in',
        price_caption: '',
        language_code: 'en'
    };

    ngAfterViewInit() {
      setTimeout(()=&gt;{
        ZFWidget.init('zf-pricing-table', this.pricingTableComponentOptions);
      }, 6000);

    }
</code></pre>

<p><a href=""https://stackblitz.com/edit/angular-s89z2d"" rel=""nofollow noreferrer"">https://stackblitz.com/edit/angular-s89z2d</a></p>
",3755353,,,2019-06-11T11:44:04.847,0,CC BY-SA 4.0
56581077,2,56570383,2019-06-13T12:58:13.977,1,"<p>On the site you linked, you can download a zip file containing the file <code>Zoho/ZohoReportPythonClient/com/adventnet/zoho/client/report/python/ReportClient.py</code>. I'm not sure why it's so deeply nested, or why most of the folders contain an <code>__init__.py</code> file which only has <code>#$Id$</code> in it.</p>

<p>You'll need to extract that file, and place it somewhere where your Python interpreter can find it. For more information about where Python will look for the module (ReportClient.py), see this question: <a href=""https://stackoverflow.com/questions/15252040"">How does python find a module file if the import statement only contains the filename?</a></p>

<p>Please note that the file is Python 2 code. You'll need to use a Python 2 interpreter, or convert it to Python 3 code. Once you've got it importing properly, you can use their API reference to start writing code with it: <a href=""https://css.zohostatic.com/db/api/v7_m2/docs/python/"" rel=""nofollow noreferrer"">https://css.zohostatic.com/db/api/v7_m2/docs/python/</a></p>
",5946921,,,2019-06-13T12:58:13.977,1,CC BY-SA 4.0
56582225,2,56577667,2019-06-13T14:00:35.660,0,"<p>Creating a lot of records via client script is not recommended, especially if you loose connection or the app gets closed by mistake. In my opinion, the best way to handle this would be via <a href=""https://developers.google.com/appmaker/scripting/server#creating_records"" rel=""nofollow noreferrer"">server script</a> for two things: First, It's more reliable and second, it's faster. As in the example from the official documentation, to create a record you need to do something like this:</p>

<pre><code>// Assume a model called ""Fruits"" with a string field called ""Name"".
var newRecord = app.models.Fruits.newRecord();
newRecord.Name = ""Kiwi"";  // properties/fields can be read and written.
app.saveRecords([newRecord]);  // save changes to database.
</code></pre>

<p>The example above is a clear example on how to create only one record. To create several records at once, you can use a <code>for</code> statement like this:</p>

<pre><code>  function createRecordsInBulk(){
    var newRecords = [];
    for(var i=0; i&lt;19; i++){
        var newRecord = app.models.Fruits.newRecord();
        newRecord.Name = ""Kiwi "" + i;
        newRecords.push(newRecord);
    }
    app.saveRecords(newRecords);
  }
</code></pre>

<p>In the example above, you initiate <strong>newRecords</strong>, an empty array that will be responsible for holding all the new records to create at once. Then using a <code>for</code> statement, you generate 19 new records and push them into the <strong>newRecords</strong>. Finally, once the loop is finished, you save all the records at once by using <strong>app.saveRecords</strong> and passing the <strong>newRecords</strong> array as an argument.</p>

<p>Now, all this is happening on the server side. Obviously you need a way to call this from the client side. For that, you need to use the <a href=""https://developers.google.com/appmaker/scripting/client#call_a_server_script"" rel=""nofollow noreferrer"">google.script.run</a> method. So from the client side you need to do the following:</p>

<pre><code>  google.script.run.withSuccessHandler(function(result) {
      app.datasources.Fruits.load();
  }).createRecordsInBulk();
</code></pre>

<p>All this information is clearly documented on the <a href=""https://developers.google.com/appmaker/"" rel=""nofollow noreferrer"">app maker official documentation site</a>. I strongly suggest you to always check there first as I believe you can get a faster resolution by reading the documentation.</p>
",5983596,,,2019-06-13T14:00:35.660,0,CC BY-SA 4.0
56584236,2,56580338,2019-06-13T15:48:33.953,2,"<p>The date picker control by itself does not have a way to set hard date ranges (please consider creating a new feature request in the <a href=""https://aka.ms/powerapps-ideas"" rel=""nofollow noreferrer"">PowerApps Ideas board</a> for that). What you can do is to use visual cues and other controls to prevent the user from entering such dates, like in the example below (where the current date was June 13th):</p>

<p><a href=""https://i.stack.imgur.com/Xcqmi.gif"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Xcqmi.gif"" alt=""enter image description here""></a></p>

<p>To implement it, I updated the following properties:</p>

<ul>
<li>In the date picker - which in my app is called <code>DatePicker1</code> - itself (to change its border to red when there is a problem), set the <code>BorderColor</code> property to <code>If(DatePicker1.SelectedDate &lt; Today(), Color.Red, RGBA(0, 18, 107, 1))</code></li>
<li>In the label behind the picker, set its <code>Visible</code> property to <code>DatePicker1.SelectedDate &lt; Today()</code></li>
<li>In the button that the user would click to perform an action with the selected date, set its <code>DisplayMode</code> property to <code>If(DatePicker1.SelectedDate &lt; Today(), DisplayMode.Disabled, DisplayMode.Edit)</code></li>
</ul>

<p>Hope this helps!</p>
",751090,,,2019-06-13T15:48:33.953,1,CC BY-SA 4.0
56584682,2,56564515,2019-06-13T16:14:33.780,0,"<p>If I understand it correctly, you want to sort by the calculated date if <code>Tabela4.finalizado</code> is empty. What would you want to happen if it is not empty? If the expected outcome is for the result not to be sorted, you can have the If expression outside of the SortByColumns:</p>

<pre><code>If(
    Tabela4.finalizado = """";
    SortByColumns(
        AddColumns(
            Tabela4;
            ""CalcDate"";
            Max(
                DateValue(Data)+Qtde_dias_para_contato;
                DateValue(Data_cotação)+Qtde_dias_para_contato;
                DateValue(data_contato_1)+Qtde_dias_para_contato;
                DateValue(data_contato_2)+Qtde_dias_para_contato;
                DateValue(data_contato_3)+Qtde_dias_para_contato;
                DateValue(data_contato_4)+Qtde_dias_para_contato;
                DateValue(data_contato_5)+Qtde_dias_para_contato;
                DateValue(data_contato_6)+Qtde_dias_para_contato;
                DateValue(data_contato_7)+Qtde_dias_para_contato;
                DateValue(data_contato_8)+Qtde_dias_para_contato;
                DateValue(data_contato_9)+Qtde_dias_para_contato;
                DateValue(data_contato_10)+Qtde_dias_para_contato;
                DateValue(data_contato_11)+Qtde_dias_para_contato;
                DateValue(data_contato_12)+Qtde_dias_para_contato));
        ""CalcDate"";
        Ascending);
    Tabela4)
</code></pre>

<p>Notice that there's something strange with the <code>If</code> condition. Tabela4 is a table (i.e., contains multiple records / rows), so <code>Tabela4.finalizado</code> is not a string, it's a table of string values, so the expression above will not work.</p>

<p>If you want to sort by the calculated date <em>for rows that have finalizado = """"</em>, and not show the other rows, then you can filter the table prior to sorting it:</p>

<pre><code>SortByColumns(
    AddColumns(
        Filter(Tabela4; finalizado = """");
        ""CalcDate"";
        Max(
            DateValue(Data)+Qtde_dias_para_contato;
            DateValue(Data_cotação)+Qtde_dias_para_contato;
            DateValue(data_contato_1)+Qtde_dias_para_contato;
            DateValue(data_contato_2)+Qtde_dias_para_contato;
            DateValue(data_contato_3)+Qtde_dias_para_contato;
            DateValue(data_contato_4)+Qtde_dias_para_contato;
            DateValue(data_contato_5)+Qtde_dias_para_contato;
            DateValue(data_contato_6)+Qtde_dias_para_contato;
            DateValue(data_contato_7)+Qtde_dias_para_contato;
            DateValue(data_contato_8)+Qtde_dias_para_contato;
            DateValue(data_contato_9)+Qtde_dias_para_contato;
            DateValue(data_contato_10)+Qtde_dias_para_contato;
            DateValue(data_contato_11)+Qtde_dias_para_contato;
            DateValue(data_contato_12)+Qtde_dias_para_contato));
    ""CalcDate"";
    Ascending)
</code></pre>

<p>If you need something else, please clarify your question and we will be able to help you.</p>
",751090,,,2019-06-13T16:14:33.780,1,CC BY-SA 4.0
56610834,2,56603585,2019-06-15T13:33:20.453,2,"<p>I think, if I'm not mistaken, that you want to run a process every certain time to import data into Google App Maker from a Google Spreadsheet. If that is the case, you can use a <a href=""https://developers.google.com/apps-script/guides/triggers/installable#time-driven_triggers"" rel=""nofollow noreferrer"">time trigger</a>. An example on how to manage time triggers is <a href=""https://stackoverflow.com/a/49051555/5983596"">available here</a>.</p>

<p>The trigger must invoke a function that reads data from the spreadsheet using the <a href=""https://developers.google.com/apps-script/reference/spreadsheet/spreadsheet-app#openbyidid"" rel=""nofollow noreferrer"">SpreadsheetApp service</a> and then save all the records in bulk. Here is an example of how you can <a href=""https://stackoverflow.com/a/55477432/5983596"">update several records in bulk</a>.</p>
",5983596,,,2019-06-15T13:33:20.453,0,CC BY-SA 4.0
56633525,2,56615245,2019-06-17T14:35:50.830,1,"<p>I have found the easiest way to create related items for situations such as yours is to actually import a form with the datasource set to <code>Parent: Child (relation)</code> or <code>Parent: Child (relation) (create)</code>. So in your case the datasource would need to be set to <code>Order: Order_Items (relation)</code>.</p>

<p>You can get this accomplished in two different ways using the form widget wizard:</p>

<p>Option 1:</p>

<ol>
<li>If your page datasource is set to Order_Items, drag your form on your page.</li>
<li>In the datasource selection section, your datasource in the form widget should default to `Inherited: Order_Items'. Click the 'Advanced' button in the bottom left corner, then from the datasources category find Order as your datasource, then select relations in the next field, and then Order_Items in the next field, choose 'Insert only' or 'Edit' form and then the appropriate fields you want in the form.</li>
<li>Now every item that gets created in that form will automatically be a child record of the currently selected record in your Order datasource.</li>
</ol>

<p>Option 2:</p>

<ol>
<li>If your page datasource is set to Order, drag your form on your page.</li>
<li>In the datasource selection section, your datasource in the form widget should default to <code>Inherited: Order</code>. Scroll down in your datasource selection section until you find <code>Order: Order_Items (relation)</code>, then choose 'Insert only' or 'Edit' form and then the appropriate fields you want in the form.</li>
<li>Now every item that gets created in that form will automatically be a child record of the currently selected record in your Order datasource.</li>
</ol>

<p>In your Order model, make sure that the security setting is set appropriately that a user is allowed to create relations of Order_Items in Order. That is the simplest approach in my opinion since you don't have to hard code the parent into your form or client/server scripts. It is automatically based on the currently selected parent, and is essentially doing the same thing that @Morfinismo explained in the client script section.</p>
",5322594,,,2019-06-17T14:35:50.830,1,CC BY-SA 4.0
56661145,2,56659832,2019-06-19T06:17:03.827,0,"<p>It sounds like what you need to do is save the value you want before you call SubmitForm(). You can do this with code like:</p>

<pre><code>Set(LastSavedTitle, DataCardValue5.Text); SubmitForm(EditForm1)
</code></pre>

<p>Then update the data card default value by doing something like:</p>

<pre><code>If(EditForm1.Mode = FormMode.New, LastSavedTitle, ThisItem.Title)
</code></pre>

<p>In the above code, I default to using the last saved value only when the EditForm is in 'New' mode (versus 'Edit'). The above code is pretty rough and you'll probably want to tweak it even further for a smoother end to end experience.</p>
",8228399,,,2019-06-19T06:17:03.827,0,CC BY-SA 4.0
56670785,2,56564738,2019-06-19T15:03:14.697,1,"<p>Thank @TheMaster &amp; @Morfinismo for the help.</p>

<p>So i found the source of my problem.</p>

<p>When you create a Many to Many relation in Google App Maker the Foreign_Key will not appear, it will create a jointure table to save all fk.</p>

<blockquote>
  <p>Imagine you have two table A and B and you create a Many to Many it will create a new tablea Called A_Has_B and it will contaign two Foreign_key A_fk and B_fk.</p>
</blockquote>
",11118714,,,2019-06-19T15:03:14.697,0,CC BY-SA 4.0
56680300,2,56661461,2019-06-20T06:37:16.160,1,"<p>Change Form.DefaultMode from .Edit to .New.</p>
",5976033,,,2019-06-20T06:37:16.160,0,CC BY-SA 4.0
56764260,2,56742705,2019-06-26T02:15:48.900,2,"<p>Thank you, Markus!  I'm including a picture and repeating your answer to highlight it for others.</p>

<p>Towards the top next to your 'Widgets' menu, there is a dropdown menu to select style variants.  Horizontal is listed as an option under this category for a radio group.  For other objects, this menu usually lists the background color or text style.</p>

<p><a href=""https://i.stack.imgur.com/lcOKV.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/lcOKV.png"" alt=""Screenshot of dropdown menu to choose orientation for radio group""></a></p>
",9012025,555121,2019-07-01T09:31:55.113,2019-07-01T09:31:55.113,1,CC BY-SA 4.0
56777417,2,56777119,2019-06-26T16:33:37.447,0,"<p>I would suggest using Google Groups for roles that may involve many individuals where it would become cumbersome to update members in the App Maker deployment settings. There is some information here <a href=""https://developers.google.com/appmaker/security/secure-your-app#add_members_to_roles"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/security/secure-your-app#add_members_to_roles</a>.</p>

<p>If this is strictly an access restriction to the application itself to a subset of individuals within a domain then groups can still be used to restrict access to the application within the application settings.</p>
",5322594,,,2019-06-26T16:33:37.447,0,CC BY-SA 4.0
56781415,2,56781139,2019-06-26T21:53:58.760,1,"<p>Im guessing you set the dropdown ""possible value"" options in the data source and you have those fields as just string fields in your table.</p>

<p>the quick and dirty way to do this is go to the Cake drop down and on the Property Editor>Events>OnValueChange select Custom Action and use this Code</p>

<pre><code>if(widget.value===""Vanilla""){
   widget.root.descendants.Field.options = ['Strawberry','Buttercream'];
}else if (widget.value === ""Chocolate""){
  widget.root.descendants.Field.options = ['Mocha','Dark Chocolate','Buttercream'];
}
</code></pre>

<p>""Field"" here is replaced with the name of the dropdown box for your frostings</p>

<p>also go to the property editor of the frostings dropdown and delete everything in the options field there.</p>
",3562487,,,2019-06-26T21:53:58.760,1,CC BY-SA 4.0
56793466,2,56790149,2019-06-27T14:38:54.327,2,"<p>Very good research, and those are great links.  </p>

<p>Yes, currently PowerApps is limited to single Organization (tenant), nothing can be done to open it up/share across any other trusted tenants.</p>

<p>PowerApps portals is the one you are looking for, which can be established to external domain users (B2C &amp; B2B).</p>

<p>PowerApps portals in private preview now, it will be available for Public preview from Jul '19 maybe. This was announced on Microsoft Business Applications Summit on June 10th 2019.</p>

<p><a href=""https://powerapps.microsoft.com/en-us/blog/introducing-powerapps-portals-powerful-low-code-websites-for-external-users/"" rel=""nofollow noreferrer"">Introducing PowerApps Portals: powerful low-code websites for external users</a></p>
",7920473,,,2019-06-27T14:38:54.327,1,CC BY-SA 4.0
56807265,2,56796657,2019-06-28T12:48:42.977,1,"<p>In order to achieve this, the documentation can be found here: <a href=""https://developer.salesforce.com/docs/component-library/documentation/lwc/lwc.apex#data_apex__refresh_cache"" rel=""nofollow noreferrer"">https://developer.salesforce.com/docs/component-library/documentation/lwc/lwc.apex#data_apex__refresh_cache</a>. </p>

<p>So that would look like this:</p>

<pre class=""lang-js prettyprint-override""><code>
// add this import statement
import { refreshApex } from '@salesforce/apex';

</code></pre>

<pre class=""lang-js prettyprint-override""><code>
    @track parameters;
    @track error;

    /** Wired Apex result so it can be refreshed programmatically */
    _wiredResult;

    @wire(fetchAccounts)
    wiredCallback(result) {
        this._wiredResult = result;
        if (result.data) {
            this.parameters = result.data;
            this.error = undefined;
        } else if (result.error) {
            this.error = result.error;
            this.parameters = undefined;
        }
    }

    // in order to refresh your data, execute this function:
    refreshData() {
        return refreshApex(this._wiredResult);
    }

</code></pre>

<p>And change your HTML to:</p>

<pre class=""lang-html prettyprint-override""><code>
&lt;lightning-datatable 
   key-field=""id""
   data={parameters}
   onrowaction={handleRowAction}
   row-number-offset={rowOffset}
   hide-checkbox-column=""true""
   columns={columns}&gt;
&lt;/lightning-datatable&gt;


</code></pre>

<p>If you want to read a nice sample for this, you can find that here: <a href=""https://github.com/trailheadapps/lwc-recipes/blob/master/force-app/main/default/lwc/ldsDeleteRecord/ldsDeleteRecord.js"" rel=""nofollow noreferrer"">https://github.com/trailheadapps/lwc-recipes/blob/master/force-app/main/default/lwc/ldsDeleteRecord/ldsDeleteRecord.js</a></p>
",2413889,,,2019-06-28T12:48:42.977,2,CC BY-SA 4.0
56835478,2,56826366,2019-07-01T12:11:58.740,0,"<p>This might not be the final answer but based on what I read I will try something like below.</p>

<pre><code>if( category=1;
    Filter(
        Table1_2;
        '4. Area of training' = ""IT-related""
    );;If( //the problematic if, that is executed only when category is ""5""
        dropdown_sort.Selected.Value = ""Name of the training""; //check what the value of dropdown is, and the execute positive or negative case
        SortByColumns(
            Search(
                Table1_2;
                search_engine.Text; //takes text input and searches inside column below
                ""3_x002e__x0020_Name_x0020_of_x0020_the_x0020_training""
            );
            ""3_x002e__x0020_Name_x0020_of_x0020_the_x0020_training""; //sorting on this column
            If( //to change ascendin/descending on button press
                sort;
                Ascending;
                Descending
            )
        );
        //here is second part of if, that is basically identical to above (it sorts different column), and executes case when selected value of dropdown is different that ""Name...""
    )
    category=2;
    Filter(
        Table1_2;
        '4. Area of training' = ""IT-related""
    );;If( //the problematic if, that is executed only when category is ""5""
        dropdown_sort.Selected.Value = ""Name of the training""; //check what the value of dropdown is, and the execute positive or negative case
        SortByColumns(
            Search(
                Table1_2;
                search_engine.Text; //takes text input and searches inside column below
                ""3_x002e__x0020_Name_x0020_of_x0020_the_x0020_training""
            );
            ""3_x002e__x0020_Name_x0020_of_x0020_the_x0020_training""; //sorting on this column
            If( //to change ascendin/descending on button press
                sort;
                Ascending;
                Descending
            )
        );
        //here is second part of if, that is basically identical to above (it sorts different column), and executes case when selected value of dropdown is different that ""Name...""
    )
    //here is a bunch of filters for categories from 2 to 4
    category=5;  

)
</code></pre>
",5436880,,,2019-07-01T12:11:58.740,0,CC BY-SA 4.0
56906239,2,56891544,2019-07-05T16:01:39.340,1,"<p>App Maker is dependant on GCP products: Google Cloud SQL and Google App Engine; Although, the latter one is not being charged. This information is located in the <a href=""https://developers.google.com/appmaker/models/cloudsql"" rel=""nofollow noreferrer"">official documentation</a>.</p>

<blockquote>
  <p>App Maker apps usually store data in Cloud SQL, a Google Cloud Platform (GCP) service that delivers fully managed SQL databases in the cloud.</p>
</blockquote>

<p><a href=""https://i.stack.imgur.com/SO5Z5.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/SO5Z5.png"" alt=""enter image description here""></a></p>
",5983596,,,2019-07-05T16:01:39.340,2,CC BY-SA 4.0
56960675,2,56958772,2019-07-09T21:22:50.607,1,"<p>You cannot call an Apex server controller method directly from Lightning clientside markup.</p>

<p>Instead, you'd need to declare an <a href=""https://developer.salesforce.com/docs/atlas.en-us.lightning.meta/lightning/ref_aura_attribute.htm"" rel=""nofollow noreferrer""><code>&lt;aura:attribute&gt;</code></a> in your component markup and bind the value to that attribute.</p>

<pre><code>&lt;aura:attribute name=""rate"" type=""String"" /&gt;
&lt;lightning:input type=""string"" name=""res"" aura:id=""res"" value=""{! v.rate }"" label=""Result""/&gt;
</code></pre>

<p>Then, your JavaScript client-side controller needs to make a <a href=""https://developer.salesforce.com/docs/atlas.en-us.lightning.meta/lightning/controllers_server_actions_call.htm"" rel=""nofollow noreferrer"">server-side call</a>, asynchronously, to get the value from Apex. Finally, the Lightning JavaScript callback from that async method would populate the return value into the <code>&lt;aura:attribute&gt;</code>, and the framework's data binding infrastructure will take care of updating the <code>&lt;lightning:input&gt;</code>.</p>

<p>It sounds complex, but it's mostly boilerplate code. The documentation linked above includes detailed examples.</p>
",1159783,,,2019-07-09T21:22:50.607,0,CC BY-SA 4.0
56969236,2,56961193,2019-07-10T10:58:09.780,1,"<p>The problem is caused by the way how you call the method <code>AdminReports.UserUsageReport()</code>.
The right syntax is:</p>

<pre><code>AdminReports.UserUsageReport.get(userKey, date, optionalArgs) 
</code></pre>

<p>Thus, you need to substitute the userkey <code>‘all’</code> through <code>userList[a]</code>, rather than inserting the <code>userkey</code> in the parameters:</p>

<pre><code>page = AdminReports.UserUsageReport.get(userList[a], date, {
  parameters: parameters.join(','),
  maxResults: 1,
  pageToken: pageToken,
});
</code></pre>
",11599789,,,2019-07-10T10:58:09.780,4,CC BY-SA 4.0
56970647,2,56970311,2019-07-10T12:24:44.973,0,"<p>Find the table and attribute using entities <code>Entity</code> and <code>Entity_Attr</code> from <code>(System)</code> component.</p>

<p><code>Entity_Attr</code> entity has one filed <em>Length</em> that should be what you're looking for.</p>
",1847735,,,2019-07-10T12:24:44.973,2,CC BY-SA 4.0
56971980,2,56953869,2019-07-10T13:37:58.740,1,"<p>The way to go here probably would be to have a datasource under your Service model that filters your Service records on Province via a subquery of the DOT model. This can be accomplished via a query server script in this datasource.</p>

<p>Example code would be (recall that 'query' is a default variable for the current model server script so the subquery needs it's own variable):</p>

<pre><code>var DOTmodelquery = app.models.DOT.newQuery();
DOTmodelquery.filters.email._equals = Session.getActiveUser().getEmail();
var result = DOTmodelquery.run();

if (result === undefined || result.length === 0) {
  throw new app.ManagedError('Could not retrieve user to perform this query!');
} else if (result[0].Province === null) {
  throw new app.ManagedError('User does not have a Province value to perform this query!');
} else {
  query.filters.Province._equals = result[0].Province;
}

return query.run();
</code></pre>

<p>Not sure that a relationship between Service and DOT would be the way to go here but you could possibly consider establishing a Province model and then having a relationship between Province-Service and Province-DOT and then try running a query in Service like so <code>query.filters.Province.DOT.email._equals = Session.getActiveUser().getEmail();</code>. Hopefully this will get you what you were hoping for.</p>
",5322594,,,2019-07-10T13:37:58.740,1,CC BY-SA 4.0
56989000,2,56987669,2019-07-11T12:18:32.263,1,"<p>Got it!</p>

<pre><code>First(ObjectDetector1.VisionObjects).count &gt;= 1
</code></pre>

<p>and </p>

<pre><code>First(ObjectDetector1.VisionObjects).count = 0
</code></pre>

<p>were the key! If anyone run into the same issue.</p>
",11769678,7920473,2019-08-09T21:03:41.780,2019-08-09T21:03:41.780,0,CC BY-SA 4.0
57000298,2,56995364,2019-07-12T04:42:34.417,1,"<p><a href=""https://powerusers.microsoft.com/t5/PowerApps-Ideas/Making-SQL-Connector-Secure/idi-p/112599"" rel=""nofollow noreferrer"">This is a known issue with PowerApps</a> and db credentials. You really don't have a choice here if your users are savvy. As soon as you share an app that has SQL Credentials with them, they can create their <strong>own PowerApp</strong> and reuse the ConnecTION with whatever permissions the SQL User for the ConnecTION has. </p>

<p>One thing I've seen people do is:</p>

<ol>
<li><a href=""https://docs.microsoft.com/en-us/connectors/azuread/#check-group-membership"" rel=""nofollow noreferrer"">Add the Active Directory Connector</a> to your PowerApp</li>
<li>Create your own login screen</li>
<li>Check to see if user is part of an AD Security Group via your login screen before they can access the SQL area of the app.</li>
</ol>

<p>I don't particularly like this method because the AD Connector doesn't have any way to authenticate users. User just passes it an email address.</p>

<p>This does not mitigate the shared ConnecTION issue noted above, but may give you some piece of mind.</p>

<p>Another option that comes to mind is to only give the PowerAppsSql user Read access to the database. Force the user write to a Sharepoint list instead, then use Flow under <strong>your creds</strong> to Write to the DB (Crazy work around, I know, but I'm trying to help here :) ).</p>

<p>Hope some of this helps!</p>
",5976033,,,2019-07-12T04:42:34.417,1,CC BY-SA 4.0
57000342,2,56990210,2019-07-12T04:47:34.590,0,"<p>Its not a way to <strong>directly</strong> print, but you could:</p>

<ul>
<li><p>Use Flow to call the barcode API and convert the .png to .pdf using the <a href=""https://us.flow.microsoft.com/en-us/galleries/public/templates/0ffc6d1b79ea481bbbc820df7273f303/convert-a-file-to-pdf-using-onedrive-for-business/"" rel=""nofollow noreferrer"">OneDrive Actions</a></p></li>
<li><p>Use Flow to call the bacrcode API and convert the .png to .pnf then email it to user so they can print.</p></li>
</ul>

<p>Hope this helps!</p>
",5976033,,,2019-07-12T04:47:34.590,0,CC BY-SA 4.0
57001027,2,56751486,2019-07-12T06:04:57.980,0,"<p>I believe you can create an <a href=""https://docs.microsoft.com/en-us/azure/azure-functions/functions-reference-powershell"" rel=""nofollow noreferrer"">Azure Function that will execute PowerShell</a>. This will execute from the cloud rather than on your local machine.</p>
",5976033,,,2019-07-12T06:04:57.980,0,CC BY-SA 4.0
57003905,2,57000159,2019-07-12T09:16:13.210,0,"<p>Enclose your webblock B in an IF binded to a Boolean variable let's say <code>Show</code>.</p>

<p>Then, right click on your webblock A, create a link to a new screen action. Then on your screen action change the value of the <code>Show</code> variable and use an <code>Ajax Refresh</code> to refresh your If created earlier. Don't forget to give a name to the IF so that you can refer in in the <code>Ajax Refresh</code> widget.</p>
",1847735,,,2019-07-12T09:16:13.210,0,CC BY-SA 4.0
57012936,2,56508970,2019-07-12T19:20:04.797,2,"<p>Following @Morfinismo's comment, I contacted G Suite Support; my matter was escalated to the API Team.</p>

<ol>
<li><p>I was asked by Google Cloud Support (""Support"") to provide network traffic info using <a href=""http://www.telerik.com/fiddler/fiddlercap"" rel=""nofollow noreferrer"">FiddlerCap</a>.  As I am on a linux machine and FiddlerCap is a windows application, I suggested alternatives (eg:<a href=""https://www.wireshark.org/"" rel=""nofollow noreferrer"">Wireshark</a>).  It was eventually not required and never provided.</p></li>
<li><p>I noticed that on the <a href=""http://script.google.com"" rel=""nofollow noreferrer"">Google scripts</a> page, when accessing the project in question selecting ""Preview"", it was missing the following OAuth:
<a href=""https://www.googleapis.com/auth/admin.directory.user.readonly"" rel=""nofollow noreferrer"">https://www.googleapis.com/auth/admin.directory.user.readonly</a>
The functioning deployed version did not have this missing.</p></li>
<li><p>Still in the Preview, I selected ""Stackdriver (logs)"", which gave me an error that the project had been deleted.  The actual wording was:</p></li>
</ol>

<p>Access forbidden</p>

<p>Project XXXX is shut down and scheduled to be deleted.  A project owner can cancel the shutdown on the projects list page.</p>

<ol start=""4"">
<li><p>Clicking on the link in the error ""Go to projects list page"" brought me to a page with the title ""Resources pending deletion"", which did not load a list of projects (but otherwise fully loaded) and would display the spinning wheel in perpetuity.  I attempted this multiple times, including leaving it overnight once.</p></li>
<li><p>Support presumed that I had deleted the GCP project, although I honestly don't/didn't think I had.  I also confirmed that creating new previews did not work, but creating new deployments did.  I also confirm(ed) that this particular App Maker app did not require (eg) a GCP SQL database.</p></li>
<li><p>Support pointed me toward the following website: <a href=""https://cloud.google.com/resource-manager/reference/rest/v1/projects/undelete"" rel=""nofollow noreferrer"">Google undelete project</a> and I was asked to follow these steps (copy-pasted here):</p></li>
</ol>

<p>a. For projectId, enter your project ID. From the screenshot you provided, this is ""XXX (redacted)"" (the quotes are just to emphasise the project ID, you shouldn't enter them.</p>

<p>b. Click EXECUTE.</p>

<p>c. You'll be prompted to grant authorisation, which may be preceded by a prompt to choose your admin account. Please do so.</p>

<p>d. You should receive a 200 response, with an empty body, that is {}.</p>

<p>e. Attempt to access the project via <a href=""https://console.cloud.google.com/iam-admin/settings?project=XXX"" rel=""nofollow noreferrer"">Project link</a> (with the actual project id redacted here).</p>

<ol start=""7"">
<li>The above yielded some strange behaviour:</li>
</ol>

<p>a. undeleteing the project gave it a different name that the App Maker app;</p>

<p>b. I notice that I had 3 other projects all called correctly (the App Maker app name).</p>

<p>c. When asked to reauthorize, I was provided with yet another project name (""Untitled project""), which was different from the correct one and different from the one in para. 7a, above.</p>

<p>d. I then also obtained another error in a new window which read:</p>

<ol start=""401"">
<li>That's an error</li>
</ol>

<p>Request Details
(a bunch of stuff)
That's all we know.</p>

<ol start=""8"">
<li>Support advised that there may be a propagation issue, and that I should wait up to 30 minutes.  I did, and it then worked!  The only weird thing was the project name was wrong, but it was only for the preview, so I didn't really care.</li>
</ol>

<p>If anyone needs additional information, I can PM screenshots I took along the way.</p>

<p>Hope this helps someone!</p>

<p>SJL</p>
",11619126,,,2019-07-12T19:20:04.797,0,CC BY-SA 4.0
57014149,2,57008985,2019-07-12T21:20:58.033,1,"<p>You should try to use the <code>id</code> of the clicked <code>&lt;div&gt;</code>:</p>

<pre><code>handleContactClick(event){
    // eslint-disable-next-line no-console
    console.log(event.currentTarget.id);
    this.selectedContact = event.currentTarget.id;
}
</code></pre>

<p><strong>Update</strong></p>

<p>Replaced target with currentTarget according to the comment</p>
",4600982,2042457,2019-11-13T21:13:57.623,2019-11-13T21:13:57.623,2,CC BY-SA 4.0
